Project ID,Project Name,Project Type,Implementing Agency,State,District,Land Area (ha),Affected Families,Notification Date,Expected Completion,Actual Completion,Current Stage,Delayed (Y/N),Delay (days),Compensation Sanctioned,Compensation Disbursed,Open Disputes,R&R Progress %,Stakeholder Updates (90d),Legal Dispute Count
SYN0440,Metro Rail Phase 440 Kanpur,railway,DFCCIL,Uttar Pradesh,Kanpur,21.2,60,2024-12-13,2026-12-03,2027-06-07,completed,Y,186,43404895,19250071,2,67.7,1,2
SYN0441,4-Lane Highway Khammam-441,highway,NHAI,Telangana,Khammam,37.1,130,2019-04-09,2022-02-22,2022-01-24,completed,N,0,19672581,17939427,0,74.9,7,2
SYN0442,Industrial Park Chittoor 442,industrial,MIDC,Andhra Pradesh,Chittoor,178.7,499,2021-04-12,2023-03-03,2023-09-03,completed,Y,184,355434786,205121415,8,64.5,1,8
SYN0443,Dam & Reservoir Project 443,irrigation,State Irrigation Dept,Karnataka,Kalaburagi,57.3,293,2018-10-19,2021-04-06,,completed,,,160144324,72753566,0,61.0,6,0
SYN0444,Industrial Corridor Phase 444,industrial,GIDC,Uttar Pradesh,Agra,52.2,414,2019-09-13,2021-12-31,2021-12-09,completed,N,0,383185719,277349823,0,85.2,7,1
SYN0445,Ring Road Project 445,urban,GHMC,Telangana,Khammam,29.4,115,2021-04-13,2022-05-08,2022-11-21,completed,Y,197,76404161,30997168,1,78.2,2,3
SYN0446,Bypass Road Project 446 (Ballari),highway,State PWD,Karnataka,Ballari,29.8,149,2021-07-12,2023-09-30,2024-03-19,completed,Y,171,135713998,55412025,0,77.7,1,0
SYN0447,BRTS Corridor Krishna-447,urban,HMDA,Andhra Pradesh,Krishna,16.5,194,2018-09-07,2019-12-01,2020-02-04,completed,Y,65,62383234,47411258,0,84.9,0,0
SYN0448,Manufacturing Hub 448 Bikaner,industrial,GIDC,Rajasthan,Bikaner,157.0,126,2024-10-25,2025-10-20,2025-10-21,completed,Y,1,294867638,153331172,1,69.1,2,1
SYN0449,Special Economic Zone Mysuru-449,industrial,RIICO,Karnataka,Mysuru,25.4,121,2021-12-14,2023-06-07,2023-08-25,completed,Y,79,378474520,333246815,2,57.2,1,3
SYN0450,4-Lane Highway Mehsana-450,highway,MORTH,Gujarat,Mehsana,26.9,199,2020-10-01,2023-03-20,,completed,,,120876138,50514138,3,71.9,5,3
SYN0451,Metro Extension 451 Bareilly,urban,HMDA,Uttar Pradesh,Bareilly,44.9,43,2019-08-04,2020-10-27,2020-10-22,completed,N,0,8045620,6661773,0,65.9,3,1
SYN0452,State Highway Widening Gandhinagar Sec 452,highway,NHAI,Gujarat,Gandhinagar,11.2,197,2020-11-17,2022-01-11,2022-10-20,completed,Y,282,27770141,19144735,0,70.9,2,0
SYN0453,4-Lane Highway Varanasi-453,highway,NHAI,Uttar Pradesh,Varanasi,44.1,133,2021-12-22,2024-03-11,2024-03-03,completed,N,0,34246896,34246896,0,81.1,8,1
SYN0454,Rail Electrification Project Mathura-454,railway,DFCCIL,Uttar Pradesh,Mathura,178.6,517,2021-08-19,2023-03-12,,completed,,,254365447,73587924,0,67.6,8,0
SYN0455,Special Economic Zone Kolhapur-455,industrial,MIDC,Maharashtra,Kolhapur,145.7,98,2022-12-14,2025-02-01,2025-01-25,completed,N,0,356505891,356505891,0,100.0,6,1
SYN0456,Bypass Road Project 456 (Kurnool),highway,State PWD,Andhra Pradesh,Kurnool,94.3,196,2024-09-04,2026-07-26,2027-02-16,completed,Y,205,35068954,18558490,0,56.3,1,0
SYN0457,Rail Corridor Rajkot Segment 457,railway,DFCCIL,Gujarat,Rajkot,154.8,546,2018-05-04,2021-08-16,,completed,,,33939103,4045541,0,62.2,5,0
SYN0458,NH Extension Package 458,highway,NHAI,Rajasthan,Udaipur,28.5,373,2022-02-06,2023-10-29,2023-10-25,completed,N,0,68895409,66353168,0,100.0,7,2
SYN0459,Irrigation Canal Bhopal 459,irrigation,Central Water Commission,Madhya Pradesh,Bhopal,235.1,246,2021-12-10,2025-09-20,2025-11-09,completed,Y,50,51515363,34685294,0,66.4,1,0
SYN0460,Special Economic Zone Kurnool-460,industrial,APIIC,Andhra Pradesh,Kurnool,78.1,370,2023-03-02,2025-03-21,2025-08-03,completed,Y,135,225847008,131781729,0,51.2,0,2
SYN0461,Metro Rail Phase 461 Pune,railway,DFCCIL,Maharashtra,Pune,70.1,427,2018-07-07,2021-02-21,2021-02-08,completed,N,0,97444932,58583893,0,57.1,2,1
SYN0462,Industrial Park Thane 462,industrial,APIIC,Maharashtra,Thane,179.1,212,2023-12-13,2025-04-06,2025-04-04,completed,N,0,147339983,111447963,0,69.5,5,1
SYN0463,Irrigation Canal Mathura 463,irrigation,Central Water Commission,Uttar Pradesh,Mathura,230.8,674,2019-01-20,2021-02-08,2022-02-20,completed,Y,377,102251664,55563554,2,73.5,0,2
SYN0464,4-Lane Highway Sagar-464,highway,NHAI,Madhya Pradesh,Sagar,55.6,177,2020-11-26,2023-11-11,2024-01-23,completed,Y,73,111266604,44261855,0,66.3,2,2
SYN0465,BRTS Corridor Jhansi-465,urban,BBMP,Uttar Pradesh,Jhansi,47.8,33,2019-08-21,2020-06-16,2020-11-28,completed,Y,165,24400901,17744335,0,69.6,0,1
SYN0466,Dam & Reservoir Project 466,irrigation,State Irrigation Dept,Gujarat,Bharuch,96.3,499,2023-04-08,2026-12-18,2027-10-25,completed,Y,311,173172978,8658649,0,60.8,1,0
SYN0467,Rail Electrification Project Satna-467,railway,DFCCIL,Madhya Pradesh,Satna,88.7,135,2024-03-27,2028-03-06,,compensation,,,277244425,112228543,0,23.1,7,0
SYN0468,Bypass Road Project 468 (Bharuch),highway,State PWD,Gujarat,Bharuch,88.6,130,2020-07-18,2023-02-03,2023-03-17,completed,Y,42,6860969,866540,0,54.9,1,0
SYN0469,Metro Extension 469 Anand,urban,BBMP,Gujarat,Anand,46.2,118,2020-11-19,2021-10-15,2022-04-18,completed,Y,185,77480331,65408895,0,45.9,2,0
SYN0470,Manufacturing Hub 470 Bangalore Urban,industrial,GIDC,Karnataka,Bangalore Urban,133.6,396,2023-04-08,2025-06-26,2025-06-22,completed,N,0,119305665,84182077,0,88.3,4,2
SYN0471,NH Extension Package 471,highway,NHAI,Maharashtra,Pune,67.0,126,2023-12-13,2025-12-02,,completed,,,29044423,1269241,4,92.2,6,4
SYN0472,Metro Extension 472 Botad,urban,NMMC,Gujarat,Botad,40.3,56,2024-12-28,2025-11-23,2026-06-17,completed,Y,206,76087574,35920944,0,52.8,1,1
SYN0473,Bypass Road Project 473 (West Godavari),highway,MORTH,Andhra Pradesh,West Godavari,87.4,131,2023-05-24,2025-06-12,2025-06-09,completed,N,0,70345814,64035794,0,73.2,2,0
SYN0474,Manufacturing Hub 474 Meerut,industrial,GIDC,Uttar Pradesh,Meerut,42.4,82,2023-10-04,2025-02-25,2025-02-10,completed,N,0,204373854,180073803,0,79.9,4,0
SYN0475,Industrial Corridor Phase 475,industrial,APIIC,Telangana,Suryapet,193.2,186,2019-09-26,2020-09-20,2020-09-10,completed,N,0,249661189,196233695,0,100.0,4,1
SYN0476,Metro Extension 476 Allahabad,urban,BBMP,Uttar Pradesh,Allahabad,23.9,198,2022-01-12,2023-12-03,2023-11-04,completed,N,0,18191988,12479704,0,63.9,4,0
SYN0477,Metro Extension 477 Allahabad,urban,BBMP,Uttar Pradesh,Allahabad,47.2,102,2022-07-22,2023-08-16,2024-04-30,completed,Y,258,9346657,5132249,1,38.4,0,1
SYN0478,Lift Irrigation Scheme Botad-478,irrigation,State PWD,Gujarat,Botad,70.6,186,2021-08-22,2023-08-12,,completed,,,175865631,53076247,0,58.7,2,0
SYN0479,Bypass Road Project 479 (Anantapur),highway,MORTH,Andhra Pradesh,Anantapur,33.3,367,2019-08-04,2021-10-22,2022-08-24,completed,Y,306,149037413,141585542,0,63.4,1,0
SYN0480,Industrial Corridor Phase 480,industrial,GIDC,Uttar Pradesh,Meerut,176.9,344,2023-03-18,2025-06-05,2025-05-16,completed,N,0,150425796,150425796,0,68.8,7,1
SYN0481,Metro Rail Phase 481 Rajkot,railway,Indian Railways,Gujarat,Rajkot,188.7,168,2018-05-03,2020-01-23,2020-02-05,completed,Y,13,100877964,21951045,1,77.3,0,2
SYN0482,Lift Irrigation Scheme Bareilly-482,irrigation,State Irrigation Dept,Uttar Pradesh,Bareilly,78.3,444,2024-06-26,2026-08-15,2026-08-05,completed,N,0,33216653,33216653,0,72.0,5,1
SYN0483,Dam & Reservoir Project 483,irrigation,State Irrigation Dept,Maharashtra,Raigad,297.2,166,2023-11-28,2025-07-20,2025-07-02,completed,N,0,98265136,93017778,0,66.6,7,0
SYN0484,Ring Road Project 484,urban,GHMC,Telangana,Karimnagar,43.5,65,2024-12-26,2026-01-20,,completed,,,74102569,12323257,0,100.0,8,0
SYN0485,4-Lane Highway Sangareddy-485,highway,State PWD,Telangana,Sangareddy,68.1,174,2021-11-16,2023-10-07,,completed,,,138844249,26769171,0,64.0,2,0
SYN0486,State Highway Widening Medak Sec 486,highway,State PWD,Telangana,Medak,33.1,130,2022-03-15,2024-12-29,2025-03-06,completed,Y,67,110263839,20442916,1,41.2,1,3
SYN0487,Urban Flyover Vadodara 487,urban,HMDA,Gujarat,Vadodara,18.2,131,2020-08-06,2021-06-02,2021-05-21,completed,N,0,28275095,27387257,0,92.2,4,1
SYN0488,Irrigation Canal Kolhapur 488,irrigation,Central Water Commission,Maharashtra,Kolhapur,141.9,51,2024-08-28,2029-07-03,2030-08-10,completed,Y,403,100397596,35309835,0,34.2,2,1
SYN0489,Irrigation Canal Ujjain 489,irrigation,Central Water Commission,Madhya Pradesh,Ujjain,138.6,625,2024-10-06,2028-03-19,2029-04-25,completed,Y,402,144184789,94743825,1,36.1,2,1
SYN0490,NH Extension Package 490,highway,MORTH,Madhya Pradesh,Indore,29.8,314,2024-04-22,2025-07-16,2026-03-14,completed,Y,241,10675758,2081773,0,41.8,2,1
SYN0491,4-Lane Highway Warangal-491,highway,NHAI,Telangana,Warangal,37.3,53,2020-09-06,2022-09-26,,completed,,,80319245,23694177,1,60.5,5,1
SYN0492,4-Lane Highway Sagar-492,highway,MORTH,Madhya Pradesh,Sagar,14.9,48,2022-09-17,2024-03-10,2025-12-12,completed,Y,642,125731032,96574006,0,47.8,2,1
SYN0493,Rail Corridor Raigad Segment 493,railway,DFCCIL,Maharashtra,Raigad,102.1,310,2022-05-09,2024-10-25,2024-10-21,completed,N,0,165412253,165412253,0,92.5,7,0
SYN0494,Dam & Reservoir Project 494,irrigation,Central Water Commission,Uttar Pradesh,Allahabad,37.1,167,2021-03-11,2024-11-20,2026-01-08,completed,Y,414,84322347,36646492,2,62.6,1,5
SYN0495,NH Extension Package 495,highway,NHAI,Uttar Pradesh,Meerut,67.9,186,2021-04-13,2022-07-07,,completed,,,121985734,44488197,0,89.8,6,0
SYN0496,Industrial Corridor Phase 496,industrial,APIIC,Rajasthan,Pali,142.0,453,2019-06-25,2021-06-14,2021-05-18,completed,N,0,173007479,138803900,0,75.6,7,2
SYN0497,Canal Network Expansion 497,irrigation,State PWD,Maharashtra,Nashik,120.5,295,2022-12-09,2024-08-30,,completed,,,86557531,8171031,1,86.2,4,1
SYN0498,Special Economic Zone Ajmer-498,industrial,GIDC,Rajasthan,Ajmer,76.3,96,2020-11-28,2022-01-22,,completed,,,49143421,12492258,0,88.6,6,0
SYN0499,NH Extension Package 499,highway,State PWD,Rajasthan,Bharatpur,85.4,376,2021-11-17,2024-10-02,2025-08-14,completed,Y,316,63793360,7636065,0,25.6,2,1
SYN0500,Rail Corridor Belagavi Segment 500,railway,RVNL,Karnataka,Belagavi,182.7,229,2022-08-06,2025-10-19,,completed,,,253428591,5068572,2,78.8,5,2
SYN0501,Metro Rail Phase 501 Solapur,railway,Indian Railways,Maharashtra,Solapur,72.2,544,2023-04-27,2026-03-12,,completed,,,71789124,16899160,3,62.6,3,3
SYN0502,Metro Extension 502 Adilabad,urban,JNURM,Telangana,Adilabad,7.1,109,2018-06-01,2019-12-23,2020-08-24,completed,Y,245,38680571,26531004,0,68.8,2,0
SYN0503,Canal Network Expansion 503,irrigation,State PWD,Maharashtra,Kolhapur,121.7,413,2018-03-25,2023-02-27,2024-05-02,completed,Y,430,163251052,108300748,1,68.6,0,1
SYN0504,State Highway Widening Ahmedabad Sec 504,highway,State PWD,Gujarat,Ahmedabad,46.4,46,2018-04-10,2019-05-05,2019-09-24,completed,Y,142,74497773,29218027,0,41.5,1,0
SYN0505,Canal Network Expansion 505,irrigation,State Irrigation Dept,Maharashtra,Solapur,18.9,740,2019-02-04,2020-08-27,2020-08-17,completed,N,0,88784685,77020714,0,80.9,5,0
SYN0506,State Highway Widening Indore Sec 506,highway,State PWD,Madhya Pradesh,Indore,22.7,164,2022-03-24,2024-07-11,2025-04-08,completed,Y,271,123988365,73115939,0,84.7,2,0
SYN0507,Special Economic Zone Aurangabad-507,industrial,KIADB,Maharashtra,Aurangabad,96.7,365,2019-02-05,2021-01-25,2021-01-13,completed,N,0,174772932,143488577,0,100.0,3,5
SYN0508,Bypass Road Project 508 (Bharuch),highway,NHAI,Gujarat,Bharuch,48.6,244,2023-01-10,2024-04-04,2024-03-30,completed,N,0,10928924,10928924,0,90.0,3,0
SYN0509,Bypass Road Project 509 (Pali),highway,NHAI,Rajasthan,Pali,83.6,379,2019-05-16,2021-04-05,2021-03-26,completed,N,0,57282463,54584459,0,59.0,6,0
SYN0510,Lift Irrigation Scheme Belagavi-510,irrigation,Central Water Commission,Karnataka,Belagavi,226.6,163,2019-10-13,2021-09-02,,completed,,,193824385,88461449,0,63.6,3,0
SYN0511,Industrial Park Krishna 511,industrial,KIADB,Andhra Pradesh,Krishna,43.0,264,2020-12-16,2022-06-09,2022-07-29,completed,Y,50,353288630,272032245,0,20.3,1,0
SYN0512,Rail Electrification Project West Godavari-512,railway,Indian Railways,Andhra Pradesh,West Godavari,145.4,182,2021-09-17,2025-03-30,2025-03-29,completed,N,0,240373210,195134972,0,58.9,5,1
SYN0513,Rail Electrification Project Vishakhapatnam-513,railway,DFCCIL,Andhra Pradesh,Vishakhapatnam,48.8,273,2022-07-13,2025-07-27,2026-01-27,completed,Y,184,279301918,61558143,0,53.1,1,0
SYN0514,Industrial Corridor Phase 514,industrial,KIADB,Rajasthan,Ajmer,46.7,192,2019-04-02,2021-08-19,2021-11-03,completed,Y,76,320436101,120419887,0,43.2,2,0
SYN0515,4-Lane Highway Kalaburagi-515,highway,State PWD,Karnataka,Kalaburagi,77.3,196,2018-12-18,2020-08-09,,completed,,,95763519,37376501,0,82.9,7,0
SYN0516,Urban Flyover Thane 516,urban,HMDA,Maharashtra,Thane,32.1,174,2023-12-23,2025-04-16,,completed,,,82600468,22450807,0,93.7,6,0
SYN0517,Dam & Reservoir Project 517,irrigation,State Irrigation Dept,Gujarat,Vadodara,156.3,510,2023-12-14,2027-04-27,2027-04-21,completed,N,0,116083307,110395225,0,78.7,4,1
SYN0518,State Highway Widening Nashik Sec 518,highway,State PWD,Maharashtra,Nashik,116.7,81,2018-03-03,2020-03-22,2020-09-27,completed,Y,189,113814409,66080646,3,55.7,0,3
SYN0519,State Highway Widening Hyderabad Sec 519,highway,NHAI,Telangana,Hyderabad,97.2,34,2024-02-09,2025-06-03,,completed,,,20419147,4861799,1,68.4,7,1
SYN0520,Bypass Road Project 520 (Amravati),highway,MORTH,Maharashtra,Amravati,69.8,166,2024-03-10,2025-12-30,2027-04-01,completed,Y,457,124614111,78182893,0,65.1,0,0
SYN0521,Bypass Road Project 521 (Lucknow),highway,NHAI,Uttar Pradesh,Lucknow,85.3,381,2021-03-12,2023-10-28,2023-10-29,completed,Y,1,21299257,11320555,0,63.5,1,3
SYN0522,Rail Corridor Mysuru Segment 522,railway,DFCCIL,Karnataka,Mysuru,52.6,485,2018-10-05,2020-08-25,2020-08-16,completed,N,0,191179899,157455765,0,100.0,4,0
SYN0523,Urban Flyover Mangaluru 523,urban,HMDA,Karnataka,Mangaluru,23.4,142,2024-03-25,2025-11-15,2026-06-21,completed,Y,218,45608050,21075480,0,43.9,0,0
SYN0524,Bypass Road Project 524 (Anand),highway,State PWD,Gujarat,Anand,25.2,364,2021-08-23,2023-09-12,2023-09-13,completed,Y,1,84654193,19580515,0,49.4,1,1
SYN0525,State Highway Widening Junagadh Sec 525,highway,MORTH,Gujarat,Junagadh,49.9,272,2023-02-08,2024-12-29,2024-12-28,completed,N,0,137147480,100145090,0,100.0,8,4
SYN0526,Manufacturing Hub 526 Sikar,industrial,MIDC,Rajasthan,Sikar,193.2,410,2019-04-27,2020-11-17,2020-10-26,completed,N,0,386667013,290348260,0,98.8,7,0
SYN0527,Irrigation Canal Morena 527,irrigation,State PWD,Madhya Pradesh,Morena,251.9,466,2019-06-05,2021-04-25,2021-11-16,completed,Y,205,149993798,71382048,0,24.0,1,0
SYN0528,Rail Corridor Tumkur Segment 528,railway,RVNL,Karnataka,Tumkur,155.2,565,2020-02-05,2021-08-28,,completed,,,124953300,2499066,0,98.9,5,0
SYN0529,Lift Irrigation Scheme Pali-529,irrigation,Central Water Commission,Rajasthan,Pali,122.6,168,2023-04-14,2025-08-01,2026-12-31,completed,Y,517,15919380,2564612,0,78.3,2,0
SYN0530,Freight Corridor Extension 530,railway,DFCCIL,Karnataka,Ballari,34.0,393,2018-06-21,2021-01-06,2021-08-23,completed,Y,229,167054695,125625131,0,65.8,0,0
SYN0531,Irrigation Canal Khammam 531,irrigation,State Irrigation Dept,Telangana,Khammam,28.7,135,2022-10-02,2027-03-10,,legal_resolution,,,6653353,2653357,1,15.1,1,1
SYN0532,Lift Irrigation Scheme Ballari-532,irrigation,Central Water Commission,Karnataka,Ballari,158.5,554,2019-12-22,2021-12-11,2022-03-05,completed,Y,84,119499224,31583645,0,72.9,1,3
SYN0533,NH Extension Package 533,highway,MORTH,Madhya Pradesh,Indore,27.7,286,2023-04-07,2025-12-22,2026-03-26,completed,Y,94,99452263,65847343,0,47.2,1,2
SYN0534,Bypass Road Project 534 (Ahmedabad),highway,MORTH,Gujarat,Ahmedabad,79.1,284,2019-04-20,2021-11-05,2022-07-24,completed,Y,261,116116011,36959726,0,92.4,1,0
SYN0535,State Highway Widening Hubballi Sec 535,highway,State PWD,Karnataka,Hubballi,88.2,265,2018-05-19,2020-04-08,2020-07-09,completed,Y,92,42123814,29815236,0,34.7,0,0
SYN0536,BRTS Corridor Bhopal-536,urban,NMMC,Madhya Pradesh,Bhopal,19.6,179,2021-07-28,2023-02-18,,completed,,,40499894,7144181,0,65.8,4,0
SYN0537,Special Economic Zone Suryapet-537,industrial,APIIC,Telangana,Suryapet,48.5,254,2023-09-01,2024-12-24,,completed,,,104759490,42626636,0,66.1,4,0
SYN0538,Freight Corridor Extension 538,railway,Indian Railways,Madhya Pradesh,Indore,31.6,400,2023-02-13,2026-07-27,2027-04-05,completed,Y,252,213664343,65018060,0,57.4,2,0
SYN0539,State Highway Widening Gwalior Sec 539,highway,MORTH,Madhya Pradesh,Gwalior,98.9,250,2020-10-02,2023-04-20,,completed,,,35946021,9263290,0,85.1,8,0
SYN0540,Dam & Reservoir Project 540,irrigation,Central Water Commission,Rajasthan,Ajmer,218.0,469,2018-03-03,2021-01-16,2021-01-08,completed,N,0,40895267,40895267,0,92.5,5,0
SYN0541,Metro Rail Phase 541 Udaipur,railway,Indian Railways,Rajasthan,Udaipur,145.4,413,2021-08-16,2024-07-01,2024-06-05,completed,N,0,12880138,11764718,0,62.2,2,0
SYN0542,Industrial Corridor Phase 542,industrial,RIICO,Maharashtra,Solapur,194.6,258,2019-08-05,2021-10-23,,completed,,,294468694,176681216,0,79.3,8,0
SYN0543,NH Extension Package 543,highway,NHAI,Madhya Pradesh,Morena,76.1,140,2019-12-07,2021-12-26,2021-12-05,completed,N,0,88641282,88641282,0,84.5,2,2
SYN0544,Rail Electrification Project Bharatpur-544,railway,Indian Railways,Rajasthan,Bharatpur,96.7,393,2023-08-14,2026-03-01,2026-10-13,completed,Y,226,134231248,82028716,2,79.1,1,2
SYN0545,Rail Corridor Gandhinagar Segment 545,railway,RVNL,Gujarat,Gandhinagar,109.4,152,2018-02-03,2021-03-19,2021-07-19,completed,Y,122,243702487,65190415,1,21.0,0,4
SYN0546,Manufacturing Hub 546 Surat,industrial,MIDC,Gujarat,Surat,146.7,429,2018-06-26,2020-08-14,2020-07-20,completed,N,0,105095908,87050941,0,100.0,4,2
SYN0547,Rail Electrification Project Rajkot-547,railway,Indian Railways,Gujarat,Rajkot,113.4,375,2018-01-01,2019-10-23,,completed,,,288156572,104168601,2,81.5,5,2
SYN0548,Bypass Road Project 548 (Ahmedabad),highway,MORTH,Gujarat,Ahmedabad,66.9,253,2019-11-13,2022-09-28,2023-12-09,completed,Y,437,23317891,16145308,3,72.8,2,3
SYN0549,Urban Flyover Solapur 549,urban,GHMC,Maharashtra,Solapur,3.3,159,2018-01-14,2018-11-10,2019-06-11,completed,Y,213,41328461,19606222,1,44.4,2,1
SYN0550,Dam & Reservoir Project 550,irrigation,State PWD,Karnataka,Hubballi,122.8,306,2020-04-18,2023-01-03,,completed,,,58618141,25991284,2,73.6,7,2
SYN0551,Urban Flyover Krishna 551,urban,BBMP,Andhra Pradesh,Krishna,25.7,112,2018-03-10,2019-05-04,,completed,,,24757383,11524562,0,97.8,5,0
SYN0552,Bypass Road Project 552 (Kurnool),highway,MORTH,Andhra Pradesh,Kurnool,11.1,121,2021-06-21,2023-08-10,,completed,,,96525943,28552374,0,76.1,4,0
SYN0553,Urban Flyover Morena 553,urban,JNURM,Madhya Pradesh,Morena,3.4,25,2019-09-24,2020-11-17,,completed,,,77291293,21641562,0,96.0,3,0
SYN0554,State Highway Widening Aurangabad Sec 554,highway,NHAI,Maharashtra,Aurangabad,70.7,180,2020-05-16,2021-11-07,,completed,,,122306701,2446134,0,96.2,3,0
SYN0555,NH Extension Package 555,highway,State PWD,Uttar Pradesh,Meerut,57.7,258,2022-10-10,2024-03-03,,completed,,,113326494,37885047,7,62.8,6,7
SYN0556,Metro Rail Phase 556 Jhansi,railway,DFCCIL,Uttar Pradesh,Jhansi,125.6,350,2023-02-15,2025-01-05,,completed,,,264403107,112529962,6,76.3,5,6
SYN0557,State Highway Widening Solapur Sec 557,highway,State PWD,Maharashtra,Solapur,95.7,92,2020-04-03,2021-09-25,2021-09-03,completed,N,0,52686061,35368153,0,87.8,3,0
SYN0558,Dam & Reservoir Project 558,irrigation,Central Water Commission,Gujarat,Gandhinagar,266.8,727,2022-04-04,2026-08-11,2026-07-29,completed,N,0,138015725,93588463,0,92.9,3,1
SYN0559,4-Lane Highway Satna-559,highway,NHAI,Madhya Pradesh,Satna,52.1,325,2021-02-04,2023-03-26,2023-03-27,completed,Y,1,118579317,54676923,0,54.1,1,0
SYN0560,NH Extension Package 560,highway,MORTH,Gujarat,Ahmedabad,55.7,184,2020-11-01,2021-12-26,2022-07-16,completed,Y,202,63049930,18990639,2,49.0,0,2
SYN0561,Rail Corridor Satna Segment 561,railway,RVNL,Madhya Pradesh,Satna,21.9,157,2024-06-20,2026-03-12,2026-02-17,completed,N,0,136347914,125112846,0,90.6,8,0
SYN0562,Rail Corridor Hyderabad Segment 562,railway,DFCCIL,Telangana,Hyderabad,162.5,438,2018-01-10,2019-09-02,2019-12-31,completed,Y,120,49951364,18442044,0,57.5,2,1
SYN0563,Special Economic Zone Bharuch-563,industrial,APIIC,Gujarat,Bharuch,151.6,165,2022-08-22,2024-11-09,,completed,,,311156753,67334321,0,68.4,8,0
SYN0564,Manufacturing Hub 564 Agra,industrial,APIIC,Uttar Pradesh,Agra,107.8,224,2018-04-01,2019-09-23,2019-09-07,completed,N,0,215292380,165387606,0,100.0,7,0
SYN0565,Freight Corridor Extension 565,railway,Indian Railways,Maharashtra,Nanded,160.4,242,2019-06-13,2022-01-28,,completed,,,132697255,14079179,1,48.0,6,1
SYN0566,Irrigation Canal Amravati 566,irrigation,State PWD,Maharashtra,Amravati,166.3,400,2019-01-15,2021-06-03,2021-06-01,completed,N,0,74113233,67331872,0,96.7,5,1
SYN0567,Lift Irrigation Scheme Adilabad-567,irrigation,State Irrigation Dept,Telangana,Adilabad,98.8,452,2018-01-21,2021-07-04,,completed,,,58805511,6374517,0,70.7,2,0
SYN0568,Irrigation Canal Agra 568,irrigation,State PWD,Uttar Pradesh,Agra,93.5,675,2018-01-19,2020-12-04,2022-03-19,completed,Y,470,81612658,45466412,1,91.6,1,1
SYN0569,4-Lane Highway Allahabad-569,highway,MORTH,Uttar Pradesh,Allahabad,109.9,348,2023-10-10,2026-08-25,2026-11-17,completed,Y,84,136466826,67373672,0,72.4,0,0
SYN0570,Bypass Road Project 570 (Gwalior),highway,NHAI,Madhya Pradesh,Gwalior,28.8,34,2021-06-01,2022-10-24,,completed,,,145583522,14485560,3,73.3,3,3
SYN0571,Metro Rail Phase 571 Hyderabad,railway,RVNL,Telangana,Hyderabad,36.9,361,2024-04-17,2027-02-01,2027-08-22,completed,Y,202,152291937,48200398,0,75.3,1,0
SYN0572,Metro Rail Phase 572 Karimnagar,railway,DFCCIL,Telangana,Karimnagar,40.3,581,2022-11-28,2026-08-09,,completed,,,16010911,8690722,1,78.0,7,1
SYN0573,Ring Road Project 573,urban,HMDA,Karnataka,Tumkur,11.3,116,2022-12-23,2024-04-16,2024-03-19,completed,N,0,64554712,40391883,0,72.8,6,2
SYN0574,Bypass Road Project 574 (Davangere),highway,State PWD,Karnataka,Davangere,101.8,92,2020-05-07,2021-06-01,2022-01-27,completed,Y,240,145382190,76718182,0,39.1,1,2
SYN0575,BRTS Corridor Amravati-575,urban,GHMC,Maharashtra,Amravati,40.4,23,2022-09-22,2023-09-17,2024-05-10,completed,Y,236,83419707,55215504,0,71.2,1,0
SYN0576,Freight Corridor Extension 576,railway,DFCCIL,Telangana,Hyderabad,47.9,138,2020-05-26,2024-02-05,2024-03-15,completed,Y,39,222585409,11129270,4,73.5,0,8
SYN0577,Bypass Road Project 577 (Belagavi),highway,MORTH,Karnataka,Belagavi,29.1,253,2021-07-04,2023-02-24,,completed,,,51759586,2556924,1,71.3,3,1
SYN0578,4-Lane Highway Junagadh-578,highway,NHAI,Gujarat,Junagadh,30.2,253,2020-02-10,2022-07-29,,completed,,,81352852,15367554,1,65.3,7,1
SYN0579,Manufacturing Hub 579 Sagar,industrial,GIDC,Madhya Pradesh,Sagar,158.0,95,2021-07-15,2022-07-10,,completed,,,253779249,54258003,0,92.6,6,0
SYN0580,Freight Corridor Extension 580,railway,DFCCIL,Rajasthan,Jaipur,102.8,105,2021-11-01,2024-06-18,,completed,,,88350705,28369411,3,81.4,6,3
SYN0581,4-Lane Highway Pali-581,highway,State PWD,Rajasthan,Pali,88.9,389,2024-01-04,2026-11-19,2027-04-07,completed,Y,139,112361497,36360180,0,55.4,1,1
SYN0582,Dam & Reservoir Project 582,irrigation,Central Water Commission,Telangana,Adilabad,42.6,249,2018-02-01,2020-04-21,2020-11-12,completed,Y,205,103631878,9503043,0,83.9,1,0
SYN0583,Metro Rail Phase 583 Aurangabad,railway,RVNL,Maharashtra,Aurangabad,97.8,72,2024-10-22,2027-06-09,,rehabilitation,,,247379529,189591671,1,74.3,7,1
SYN0584,Lift Irrigation Scheme Ghaziabad-584,irrigation,State Irrigation Dept,Uttar Pradesh,Ghaziabad,126.5,754,2020-11-04,2025-05-12,2025-10-28,completed,Y,169,163631253,96084272,0,68.1,2,1
SYN0585,Rail Electrification Project Jaipur-585,railway,RVNL,Rajasthan,Jaipur,21.6,212,2018-06-05,2021-01-20,,completed,,,258193476,28685295,1,81.7,7,1
